       strId   count   possiblyCount
     19240         1    672784
     19292         8    712017
     19344       702    712017
     19396        22    672784
     19552        13    672784
     19604         1     39233
     19656       129    712017
     19864        33    712017
     20124        23    712017
     20176         1    672784
     20228        13    672784
     20852         4    672784
     20904         8    672784
     20956        30    712017
     21060         1    672784
     21164        95    712017
     21268      3708    712017
     21320        93    712017
     21372       513    712017
     21424       304    712017
     21476       447    712017
     21528       145    712017
     21632       110    672784
     21684        55    712017
     21736       203    712017
     21788         1    672784
     21840       113    712017
     21892       115    712017
     21944       172    712017
     21996      1018    712017
     22048       451    712017
     22100        22    672784
     22152       105    712017
     22204        94    672784
     22256         8    672784
     22308       188    712017
     22464         3    712017
     22516         8    672784
     22568        12    712017
     22672        10    672784
     22724       351    712017
     22776       698    712017
     22880        72    672784
     22932       339    712017
     23504        21    672784
     23556         1    672784
     23608        44    712017
     23816       697    712017
     23920        46    712017
     23972       322    712017
     24024      1739    712017
     24076       314    712017
     24128      1165    712017
     24180      1557    712017
     24284       254    712017
     24336      1111    712017
     24388       410    712017
     24440       929    712017
     24492      1126    712017
     24544      3304    712017
     24596      1905    712017
     24648      2168    712017
     24700       179    712017
     24752       148    712017
     24804       447    712017
     24856      1849    712017
     24908      2249    712017
     24960         3    712017
     25012        11    672784
     25064      1139    712017
     25116       921    712017
     25168       797    712017
     25220       247    712017
     25272        74    712017
     25428         1    672784
     25532       190    712017
     25584      1039    712017
     26156       599    712017
     26208        53    712017
     26260      1536    712017
     26312        30    712017
     26364        52    712017
     26468      9718    712017
     26572         1    672784
     26624         9    672784
     26728         2    672784
     26780       122    712017
     26832         8    672784
     27092         1    672784
     27144        30    712017
     27196       160    712017
     27248        31    712017
     27300       253    712017
     27352        11    712017
     27456        36    672784
     27508       422    712017
     27560       216    712017
     27768        25    712017
     27820        51    712017
     27872        55    712017
     27924         1    672784
     28184         1    672784
     28808       395    712017
     28860        25    712017
     28912       880    712017
     28964        11    712017
     29016        53    672784
     29120      3739    712017
     29172         2    672784
     29224      5067    712017
     29276         1    672784
     29328       119    712017
     29380         2    672784
     29432        12    672784
     29484       323    712017
     29588         7    672784
     29640         5    672784
     29692      1672    712017
     29796         7    712017
     29848       247    712017
     29900         1    672784
     29952      1492    712017
     30004      5609    712017
     30108      1165    712017
     30160        49    712017
     30212       305    712017
     30264      1045    712017
     30368         2    672784
     30420         7    672784
     30472         2    672784
     30524         4    672784
     30836        10    672784
     31460       210    712017
     31512        23    712017
     31564       325    712017
     31616         4    712017
     31668        13    672784
     31772      2862    712017
     31876      4246    712017
     31928        15    672784
     31980         6    672784
     32032        99    712017
     32084       212    712017
     32136      2431    712017
     32240       228    712017
     32292         5    672784
     32344      4249    712017
     32448       513    712017
     32500        86    712017
     32552         6    672784
     32604       172    712017
     32656      4220    712017
     32708        67    712017
     32812       907    712017
     32864        30    712017
     32916       817    712017
     32968         5    672784
     33124       136    712017
     33176         1    672784
     33228         1    672784
     33332       797    712017
     33384      2333    712017
     33436         1    672784
     33488       558    712017
     33540      1168    712017
     34112       205    712017
     34164        30    712017
     34216       548    712017
     34268        70    712017
     34320        18    672784
     34424      4508    712017
     34476         2    712017
     34528      1826    712017
     34580         2    672784
     34684        39    672784
     34736         1    672784
     34788      1831    712017
     34944         2    672784
     34996      2270    712017
     35100        47    712017
     35152        49    712017
     35204        11    712017
     35256       809    712017
     35308      2383    712017
     35360       146    712017
     35412        27    672784
     35464        91    712017
     35516        40    712017
     35568      1495    712017
     35620         1    672784
     35672         1    672784
     35724        23    712017
     35776        17    672784
     35828         4    672784
     35880         1    672784
     35984       444    712017
     36036        15    672784
     36088         1    672784
     36140        39    672784
     36192       294    712017
     36764       394    712017
     36816        36    712017
     36868       896    712017
     36920        14    712017
     36972        20    712017
     37076      3626    712017
     37180      6936    712017
     37232         7    672784
     37284         6    672784
     37336       106    672784
     37388       719    712017
     37440      5988    712017
     37544        18    712017
     37596        11    672784
     37648      4470    712017
     37752       157    712017
     37804         2    672784
     37856         2    672784
     37908      1911    712017
     37960      5755    712017
     38012         7    672784
     38064        25    672784
     38116       290    712017
     38168       393    712017
     38220      1794    712017
     38272         6    672784
     38376       381    712017
     38428       128    712017
     38480        26    712017
     38532        94    712017
     38636      2026    712017
     38688       670    712017
     38740         2    672784
     38792       101    712017
     38844      2193    712017
     39416       241    712017
     39468        14    712017
     39520       497    712017
     39572         2    672784
     39624        16    712017
     39728      2283    712017
     39832         5    672784
     39884      2086    712017
     39936      5363    712017
     39988      3119    712017
     40040      3005    712017
     40092      1406    712017
     40196      1117    712017
     40248       606    712017
     40300       533    712017
     40352      2427    712017
     40404      1170    712017
     40456      4513    712017
     40508      3296    712017
     40560      4576    712017
     40612       130    712017
     40664       753    712017
     40716      4127    712017
     40768      4405    712017
     40820      4570    712017
     40872        40    712017
     40924       300    712017
     40976       364    712017
     41028        63    712017
     41080       908    712017
     41132       865    712017
     41184        84    712017
     41392        17    712017
     41444       475    712017
     41496       418    712017
     42068       616    712017
     42120       107    712017
     42172      1756    712017
     42224        38    712017
     42276       131    712017
     42380     11653    712017
     42484       776    712017
     42640         9    672784
     42744      1634    712017
     42952       497    712017
     43056        41    712017
     43108       475    712017
     43212        37    712017
     43264      5832    712017
     43316        51    672784
     43368      4064    712017
     43420         2    672784
     43472        32    712017
     43524       458    712017
     43576         1    672784
     43680         1    672784
     43732         5    672784
     43784         8    672784
     43940       136    712017
     43992       375    672784
     44044         2    672784
     44148       232    712017
     44720         8    672784
     44824         4    672784
     44928         1    672784
     45032         8    672784
     45136      5632    712017
     45188        78    672784
     45240       172    712017
     45292       179    712017
     45344       268    712017
     45396      3996    712017
     45500       243    712017
     45552        21    672784
     45604      3515    712017
     45708       165    712017
     45760        40    712017
     45812       152    712017
     45864       449    712017
     45916      4613    712017
     45968        31    712017
     45989         6    672783
     46020        33    712017
     46021        11    672783
     46026        13    712015
     46035         1    672783
     46038         5    672783
     46041         1    672783
     46051         1    672783
     46072       168    712017
     46073         1    672783
     46077         1    672783
     46078         1    672783
     46082         6    672783
     46084        68    672783
     46088         1    672783
     46089        14    672783
     46092        74    712015
     46105         2    672783
     46124       426    712017
     46125        58    712015
     46127        20    672783
     46130        75    712015
     46134       106    712015
     46136         8    672783
     46139         2    672783
     46140        28    672783
     46142        12    672783
     46145        36    712015
     46146         9    672783
     46153        23    672783
     46154        22    672783
     46157         3    672783
     46176      2073    712017
     46177         1    672783
     46178       102    712015
     46180       619    712015
     46181       146    712015
     46182         3    672783
     46184       136    712015
     46185        11    712015
     46188       420    712015
     46189         1    672783
     46190        19    672783
     46191        17    712015
     46193        17    712015
     46195       191    712015
     46196        14    712015
     46199         9    712015
     46201        40    712015
     46202        33    712015
     46203         1    672783
     46208        69    712015
     46209         3    672783
     46228        15    712017
     46229         2    672783
     46234         3    672783
     46244         2    712015
     46246         1    672783
     46257         1    672783
     46280        85    712017
     46281         7    672783
     46290        12    672783
     46295         8    672783
     46296        21    672783
     46301        23    672783
     46308         2    672783
     46332        62    712017
     46333         6    712015
     46336        17    672783
     46338         6    672783
     46342         2    672783
     46348        29    672783
     46353         1    672783
     46361         1    672783
     46384        52    712017
     46385        19    672783
     46390        21    712015
     46394         7    672783
     46397         2    672783
     46405         3    672783
     46436       156    712017
     46437        39    672783
     46442        75    712015
     46446        23    712015
     46448         2    672783
     46450         1    672783
     46453         3    672783
     46454         1    672783
     46456         4    672783
     46457         2    672783
     46488        41    672784
     46489         5    672783
     46498        36    672783
     46592       966    712017
     46594         1    672783
     46595        98    712015
     46596        19    672783
     46597         8    672783
     46598       135    712015
     46600        11    712015
     46601         9    672783
     46603       219    712015
     46605        65    712015
     46606        77    712015
     46607         9    672783
     46609         1    672783
     46611        18    712015
     46612        60    712015
     46615        60    712015
     46616         1    672783
     46617         1    672783
     46618        19    712015
     46644       534    712017
     46646         8    672783
     46650        83    712015
     46654        20    672783
     46656         7    672783
     46658         3    672783
     46664        10    672783
     46669         1    672783
     46676        19    712015
     46677        67    672783
     46696         2    672784
     46716         1    672783
     46748       138    712017
     46757         2    672783
     46760         2    712015
     46762        12    712015
     46763        16    672783
     46766         1    672783
     46773         5    672783
     46774         4    672783
     46775         1    672783
     46800       712    712017
     46802         6    672783
     46803        10    672783
     46804         3    672783
     46805       152    712015
     46806        13    672783
     46808        28    712015
     46809        20    712015
     46810         2    672783
     46812         4    672783
     46813        28    712015
     46814        70    712015
     46815        18    712015
     46819        16    672783
     46820        73    712015
     46823        17    712015
     46824         3    672783
     46825        24    672783
     46827         1    672783
     46832         6    712015
     46833        24    672783
     47372       105    712017
     47422         5     39232
     47423         3     39232
     47424         6    672784
     47476       251    712017
     47526        13     39232
     47528         1    672784
     47580        14    712017
     47630         3     39232
     47684       489    712017
     47736         1     39233
     47748         1     39232
     47788       939    712017
     47790        15    672783
     47791        26    672783
     47793        65    672783
     47794         6    672783
     47796        15    672783
     47800         4    712015
     47801        55    672783
     47802       375    712015
     47803        57    712015
     47805        13    672783
     47806       114    672783
     47808        27    712015
     47810         2    672783
     47811         5    672783
     47820         3    672783
     47821        11    672783
     47840        30    712017
     47846         7    672783
     47850        15    712015
     47853         2    672783
     47856         3    672783
     47858         2    672783
     47869         1    672783
     47892      1141    712017
     47893         6    672783
     47898       173    712015
     47902       162    712015
     47908       773    712015
     47913         2    672783
     47925        24    712015
     47944         7    672784
     47950         2    672783
     47957         2    672783
     47960         2    672783
     47962         1    672783
     47996       207    712017
     47997        10    712015
     47999         4    712015
     48002       191    712015
     48012         2    672783
     48048      1893    712017
     48050       353    712015
     48051        13    712015
     48052       175    712015
     48053        62    712015
     48057         2    672783
     48059        88    712015
     48060        27    712015
     48061       169    712015
     48062       182    712015
     48063        48    712015
     48064         1    672783
     48065         1    672783
     48066       216    712015
     48067        42    712015
     48068        13    712015
     48071       144    712015
     48072         2    672783
     48073         2    712015
     48075         4    712015
     48080        10    672783
     48081        15    712015
     48152        14    672784
     48153         7    672783
     48158         2    672783
     48162         5    672783
     48204        34    712017
     48205        34    712015
     48256      1107    712017
     48258         6    672783
     48259        92    712015
     48260         2    712015
     48261       139    712015
     48262         7    672783
     48264         3    712015
     48266        25    672783
     48267         6    672783
     48268         9    672783
     48269       559    712015
     48270        17    712015
     48271        28    672783
     48272         3     39232
     48273         1     39232
     48274         3    672783
     48275         7    672783
     48276       118    712015
     48279        11    712015
     48281         1    672783
     48282         2    672783
     48288         3    672783
     48289        52    672783
     48360      3120    712017
     48361      1486    712015
     48363        57    712015
     48366        15    672783
     48370       540    712015
     48373        55    712015
     48376       712    712015
     48378       100    712015
     48381       115    712015
     48412      1599    712017
     48413       203    712015
     48418       397    712015
     48421         1    672783
     48422       161    712015
     48428       258    712015
     48433       321    712015
     48441       216    712015
     48442        19    672783
     48443         1    672783
     48444         5    672783
     48445        10    712015
     48464       671    712017
     48465        19    712015
     48470       237    712015
     48474         6    672783
     48480       355    712015
     48485        22    712015
     48493        21    712015
     48497        10    712015
     48516       476    712017
     48517        30    712015
     48522        81    712015
     48526        44    712015
     48532       184    712015
     48537        38    712015
     48545        69    712015
     48548         2    672783
     48549        28    712015
     48568      1677    712017
     48570       276    712015
     48571       328    712015
     48572        29    712015
     48573        11    672783
     48574        32    672783
     48576         8    712015
     48577        27    712015
     48579        13    712015
     48580       102    712015
     48581       236    712015
     48582       102    712015
     48583        75    672783
     48584        47    712015
     48585        15    672783
     48586        22    672783
     48587       126    712015
     48588        43    712015
     48590         4    672783
     48591         3    712015
     48593        24    712015
     48594        13    712015
     48600        15    672783
     48620      1185    712017
     48621        60    712015
     48626       165    712015
     48630        62    712015
     48633        26    712015
     48636       417    712015
     48638       282    712015
     48641       123    712015
     48649        49    712015
     48653         1    672783
     48672       183    712017
     48673       121    712015
     48678        57    712015
     48688         4    672783
     48701         1    672783
     48724       503    712017
     48725         7    672783
     48727         1    672783
     48730        21    712015
     48734        44    672783
     48736       239    712015
     48737         8    672783
     48738        30    712015
     48740        14    672783
     48741         7    672783
     48770         1    672783
     48774         5    712015
     48776      7094    712017
     48779        43     39232
     48782        28     39232
     48786        39     39232
     48788         2     39232
     48789         2     39232
     48820        14    712015
     48821         3    712015
     48822        32    712015
     48824         1    672783
     48826        57    712015
     48828       480    712017
     48872        11    672783
     48873         1    672783
     48874        19    672783
     48878        31    672783
     48880        11    672784
     48932       124    712017
     48984        17    712017
     49036       212    712017
     49088        33    712017
     49192         9    712017
     49244       265    712017
     49288         7    672783
     49289         1    672783
     49290        18    712015
     49291         1    672783
     49294        30    712015
     49296      2199    712017
     49340       159    712015
     49341        18    712015
     49342       436    712015
     49343        13    712015
     49344        14    712015
     49346      1411    712015
     49348         1    672784
     49398         1    672783
     49400        88    712017
     49446         1    672783
     49448         1    672783
     49450        45    712015
     49452      2057    712017
     49496       189    712015
     49497        23    712015
     49498       309    712015
     49499         6    712015
     49500        11    712015
     49502      1378    712015
     50024        80    672784
     50076         4    672784
     50128       179    712017
     50180         3    672784
     50232         6    672784
     50284         1    672784
     50336      2192    712017
     50388         2     39233
     50423         1     39232
     50440      3631    712017
     50484        76    712015
     50485         8    672783
     50486       141    712015
     50487         1    672783
     50488         9    712015
     50490       232    712015
     50492        18    672784
     50544      1414    712017
     50588         2    672783
     50590         5    672783
     50594         8    672783
     50596         6    672784
     50645         3    672783
     50648        87    712017
     50700      3096    712017
     50744        90    712015
     50745        32    712015
     50746       276    712015
     50747         4    672783
     50748        17    712015
     50750       497    712015
     50804         1    672784
     50856         4    672784
     50908      2292    712017
     50952        56    712015
     50953         3    672783
     50954       126    712015
     50955         2    672783
     50956         9    712015
     50958       512    712015
     51012       257    712017
     51064       183    712017
     51116        30    672784
     51168       616    712017
     51214         1    672783
     51220      9094    712017
     51264        54    712015
     51265        52    712015
     51266       306    712015
     51267         4    672783
     51268        19    712015
     51270      3279    712015
     51272        43    712017
     51324      1907    712017
     51368         5    672783
     51369         2    672783
     51370        12    672783
     51372         2    672783
     51374        29    672783
     51376       560    712017
     51422         1    672783
     51428        73    712017
     51474         1    672783
     51480      1195    712017
     51527         1     39232
     51530       241    712015
     51532         9    672784
     51584        15    712017
     51636        77    712017
     51688       111    712017
     51740         1    672784
     51792        13    712017
     51844        25    672784
     51896      1012    712017
     51948      3362    712017
     52000         6    672784
     52052        41    712017
     52104       339    712017
     52676       223    712017
     52728        58    712017
     52780       594    712017
     52832        21    712017
     52884        57    712017
     52988      2214    712017
     53092        12    672784
     53144       366    712017
     53196       555    712017
     53248       815    712017
     53300      1296    712017
     53352        98    712017
     53456       862    712017
     53508       559    712017
     53560        11    672784
     53612        63    712017
     53664       670    712017
     53716      1016    712017
     53768       676    712017
     53820       204    712017
     53872         8    672784
     53924       368    712017
     53976       374    712017
     54028       930    712017
     54080       987    712017
     54132         3    672784
     54184         4    672784
     54236       247    712017
     54288         1    672784
     54340       476    712017
     54392       504    712017
     54444       131    712017
     54652        14    672784
     54704       688    712017
     54756        47    712017
     55328       540    712017
     55380        29    712017
     55432      1009    712017
     55484        31    712017
     55536        41    712017
     55640      2782    712017
     55744       118    712017
     56004        91    712017
     56212       408    712017
     56316         9    712017
     56368        59    672784
     56420         3    672784
     56524        47    712017
     56628       355    712017
     56680         4    672784
     56732         5    672784
     56784        45    672784
     56836         3    672784
     56992         2     39233
     57200        12    672784
     57252         1    672784
     57304         1    672784
     57980         9    672784
     58032         3    672784
     58084        33    712017
     58136         1    672784
     58188         2    672784
     58292        72    712017
     58396       632    712017
     58500        87    712017
     58656        27    712017
     58864       101    712017
     59020        47    712017
     59072        37    712017
     59124        97    712017
     59176      1543    712017
     59228         1    672784
     59280        52    712017
     59332        24    672784
     59384        16    672784
     59436        87    712017
     59800         2    672784
     60632       164    712017
     60684         7    672784
     60736       356    712017
     60788         6    672784
     60840        21    712017
     60944      1564    712017
     60996         1    672784
     61048       379    712017
     61152        12    672784
     61204        17    672784
     61256         2    672784
     61308       710    712017
     61516       145    712017
     61620       110    672784
     61672         3    672784
     61776        16    672784
     61828       269    712017
     61984         1    672784
     62036         3    712017
     62088       320    712017
     62504        77    712017
     63284        16    672784
     63388        79    712017
     63440         1     39233
     63492         6    672784
     63596        89    712017
     63700      1424    712017
     63960      2026    712017
     64168       804    712017
     64272       152    712017
     64324        23    672784
     64428       342    712017
     64480        60    672784
     64584        15    712017
     64688      2316    712017
     64740       389    712017
     65000        54    712017
     65208       132    712017
     65260         1    672784
     65936         8    672784
     65988         3    672784
     66040        41    672784
     66092         1    672784
     66144         3    672784
     66248        46    672784
     66352       904    712017
     66456        12    712017
     66612      1480    712017
     66820      1274    712017
     66924       283    712017
     66976       312    712017
     67028        13    672784
     67080       224    712017
     67132       217    712017
     67184        35    672784
     67236         2    672784
     67288         1    672784
     67340       105    712017
     67392       198    712017
     67652         3    672784
     67860       215    712017
     68588         2    672784
     68692        10    672784
     68796         4    672784
     68900        60    712017
     69004       272    712017
     69264       812    712017
     69472       433    712017
     69732        20    712017
     69888         1    672784
     70044        47    712017
     70512        12    672784
     70564         1    672784
     71344         2    672784
     71552         5    672784
     71916       145    712017
     73268       109    672784
     73320        37    712017
     74204         1    672784
     74360       327    712017
     74412       720    712017
     74464        75    712017
     74516        54    712017
     74568       590    712017
     74672        21    712017
     74724        35    712017
     74776         8    672784
     74828       996    712017
     74880       118    712017
     74932      1479    712017
     74984       961    712017
     75036       226    712017
     75088         2    672784
     75140        80    712017
     75192       226    712017
     75244       530    712017
     75296       379    712017
     75348         3    672784
     75452       564    712017
     75504         1    672784
     75556        94    712017
     75608       351    712017
     75660         1    672784
     75972         1     39233
     76544       229    712017
     76596        24    672784
     76648       513    712017
     76700         6    672784
     76752        31    672784
     76856      2133    712017
     76960         8    672784
     77012        69    712017
     77064         5    672784
     77116        28    712017
     77168        22    672784
     77220       596    712017
     77376        93    712017
     77428        48    712017
     77532       748    712017
     77636       219    712017
     77688       676    712017
     77740        28    672784
     77896       594    712017
     77948        73    712017
     78052         4    672784
     78156        57    712017
     78208        27    672784
     78260       285    712017
     78312         5    672784
     78572       237    712017
     78624       246    712017
     79196       529    712017
     79248        92    712017
     79300      1283    712017
     79352        28    712017
     79404        71    712017
     79508      4965    712017
     79560         1     39233
     79768         5    672784
     79820         1    672784
     80028         1    672784
     80132         5    672784
     80184        33    672784
     80236        56    712017
     80288         5    672784
     80340        30    672784
     80444         6    672784
     80496        29    672784
     80548        45    672784
     80600      1507    712017
     80756         3    672784
     80808         1    672784
     80912         1    672784
     81952         3    672784
     82056         4    672784
     82160        20    672784
     82316       203    712017
     82420         1    672784
     82472       241    712017
     82628         4    672784
     82680        17    672784
     82836         4    712017
     82888        25    672784
     82940        20    712017
     82992        53    712017
     83148        59    712017
     83200        96    712017
     83252       286    712017
     83408         4    672784
     83460        29    672784
     83512        41    712017
     83564        46    672784
     83616       284    712017
     83876        25    712017
     84500       206    712017
     84552         9    672784
     84604       447    712017
     84656        11    712017
     84708        11    672784
     84812      1552    712017
     84968        23    712017
     85020       188    712017
     85072       193    712017
     85124       481    712017
     85176        65    712017
     85280       331    712017
     85332       986    712017
     85384         9    672784
     85436        31    712017
     85488        55    712017
     85540       583    712017
     85592       223    712017
     85644       403    712017
     85748        14    712017
     85800        25    672784
     85852       571    712017
     85904       946    712017
     86008         1    672784
     86060        92    712017
     86112        22    712017
     86164        76    672784
     86216         4    712017
     86268        97    712017
     86528        60    712017
     86580       130    712017
     87152       527    712017
     87204        51    712017
     87256      1115    712017
     87308        20    712017
     87360        51    712017
     87464      5672    712017
     87516         3    672784
     87724         3    672784
     88244         1    672784
     88296         1    672784
     88556         8    672784
     89284        19    672784
     89544         9    672784
     89596         1    672784
     89804         2    672784
     90012         1    672784
     90116        25    672784
     90376         2    672784
     90740         3    672784
     90896         1    672784
     91936        13    672784
     91988         3    672784
     92040         3    672784
     92092         2    672784
     92196         3    672784
     92248         1    672784
     92300         2    672784
     92352        12    672784
     92404         5    672784
     92456         1     39233
     92768         1    672784
     92820         2    672784
     93028         1    672784
     93392         2    672784
     93548         1    672784
     94588         8    672784
     94640         2    672784
     94744         1    672784
     94848         3    672784
     95004         3    672784
     95420         5    672784
     95680         2    672784
     96044         8    672784
     97136         3    672784
     97240         2    672784
     98072         1    672784
     98696         2    672784
     99892         3    672784
    100412         1    672784
    101816         2    672784
    102544         1    672784
    103376        14    672784
    103636         3    672784
    104156         2    672784
    106028         4    672784
    106288         2    672784
    107848         4    672784
    108680         3    672784
    108940         1    672784
    109460         1    672784
    110500        12    672784
    111332         6    672784
    111592         1    672784
    112060         1    672784
    112112         2    672784
    112424         1    672784
    113984         4    672784
    114088         1     39233
    114140         1    672784
    114296         4    672784
    114504         1    672784
    114660         1    672784
    114816         3    672784
    114868         3    672784
    114920         2    672784
    114972         2    672784
    115024         2    672784
    115076         1    672784
    115128         1    672784
    115336         1    672784
    115804         2    672784
    116376         1     39233
    116428        29    712017
    116532         3    712017
    116636      4798    712017
    116688      2704    712017
    116948         1    672784
    118976        39    672784
    119080         1    672784
    119184         3    672784
    119288       666    712017
    119340       156    712017
    119392         1    672784
    119600         1    672784
    119652         1    672784
    119860         3    672784
    119964         1    672784
    120120         1    672784
    120328         3    672784
    120380         2    672784
    120640         5    672784
    121940     17034    712017
    121992         6    672784
    124592       312    712017
    124644        79    712017
    126932        61    672784
    126984         1    672784
    127036         4    712017
    127086         1     39232
    127244       741    712017
    127245         1     39232
    127246         1     39232
    127247         3     39232
    127248         1     39232
    127253         2     39232
    127254         2     39232
    127256         7     39232
    127260         4     39232
    127262         1     39232
    127263        13     39232
    127264         1     39232
    127265         1     39232
    127267         1     39232
    127275         1     39232
    127296       129    712017
    127297         1     39232
    127299         2     39232
    127300         1     39232
    127301         1     39232
    127308         1     39232
    127311         2     39232
    127312         1     39232
    127313         1     39232
    127348        15    672784
    127452         1    672784
    127608         5    672784
    127816         3    672784
    128076         5    672784
    128128        17    672784
    128336        12    672784
    128388         5    672784
    128648         2    672784
    128804         2    672784
    128960         8    672784
    129012         2    672784
    129584        18    672784
    129636         3    672784
    129688        22    672784
    129792         7    672784
    129896       288    672784
    130000      1948    712017
    130052      4942    712017
    130104     10240    712017
    130156      3387    712017
    130208      4607    712017
    130260      2606    712017
    130364      1117    712017
    130416      2758    712017
    130468      7188    712017
    130520         4    712017
    130572      7488    712017
    130624      1738    712017
    130676      3823    712017
    130728     10015    712017
    130780      8162    712017
    130832     10315    712017
    130884      2936    712017
    130936     10552    712017
    130988      4598    712017
    131040      2555    712017
    131092       550    712017
    131144       792    712017
    131196       198    712017
    131248      3473    712017
    131300       653    712017
    131352        51    712017
    131404         1    672784
    131456         1    672784
    131508         1    672784
    131560      1693    712017
    131612        39    712017
    131664      1082    712017
    131716         6    672784
    131768        48    672784
    131820        23    672784
    131872        13    672784
    131924         6    672784
    131976         2    672784
    132028         7    672784
    132080         7    672784
    132132         5    672784
    132184         4    672784
    132236       346    672784
    132288        50    672784
    132340       734    672784
    132392         9    672784
    132444        77    672784
    132496       336    672784
    132600       399    672784
    132652         6     39233
    132704         1     39233
    132756        30    712017
    132808         3     39233
    132860         8     39233
    132912         1     39233
    133068         1     39233
    133120         6     39233
